    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y
83            -0.050903618      -0.9434568473         -0.9434568473
84            -0.056617187      -0.9059782502         -0.9059782502
85            -0.051097649      -0.1865146508         -0.1865146508
86            -0.076724250      -0.0009713947         -0.0009713947
87            -0.033921306       0.3204493872          0.3204493872
88            -0.052414834      -0.9586698363         -0.9586698363
89            -0.052278397      -0.9612076162         -0.9612076162
90            -0.062433456      -0.9553406615         -0.9553406615
91            -0.053298667      -0.2587666941         -0.2587666941
92            -0.035416300      -0.2339903316         -0.2339903316
93            -0.061213693       0.1910797936          0.1910797936
94            -0.058837127      -0.9618796807         -0.9618796807
95            -0.054433529      -0.9699488251         -0.9699488251
96            -0.057679044      -0.9618346349         -0.9618346349
97            -0.051380717      -0.1511514877         -0.1511514877
98            -0.022348209      -0.0128062277         -0.0128062277
99            -0.058251885       0.1489511035          0.1489511035
100           -0.051090324      -0.9727473464         -0.9727473464
101           -0.054633133      -0.9776359814         -0.9776359814
102           -0.060492705      -0.9530214111         -0.9530214111
103           -0.050263157      -0.2879080780         -0.2879080780
104           -0.069253621      -0.2791463128         -0.2791463128
105           -0.057059181      -0.2935319736         -0.2935319736
106           -0.052303040      -0.9836741518         -0.9836741518
107           -0.053238445      -0.9726074953         -0.9726074953
108           -0.059313599      -0.9864562415         -0.9864562415
109           -0.060309196       0.0648173439          0.0648173439
110           -0.053354588       0.0173811935          0.0173811935
111           -0.054556556       0.6446043251          0.6446043251
112           -0.059080168      -0.9620740656         -0.9620740656
113           -0.052376987      -0.9605056836         -0.9605056836
114           -0.059916148      -0.9662608069         -0.9662608069
115           -0.054927371       0.0394022806          0.0394022806
116           -0.051898545       0.0087250246          0.0087250246
117           -0.061531283       0.2218515879          0.2218515879
118           -0.046583515      -0.9527380430         -0.9527380430
119           -0.051815225      -0.9224068574         -0.9224068574
120           -0.061002829      -0.9607431262         -0.9607431262
121           -0.062119210      -0.1234556615         -0.1234556615
122           -0.006940664      -0.0810453188         -0.0810453188
123           -0.078843647       0.2457716990          0.2457716990
124           -0.052640988      -0.9747349994         -0.9747349994
125           -0.053821174      -0.9587742981         -0.9587742981
126           -0.060139866      -0.9525965832         -0.9525965832
127           -0.056981246       0.0722419122          0.0722419122
128           -0.067457055       0.2102826083          0.2102826083
129           -0.048146016       0.3309992219          0.3309992219
130           -0.051719399      -0.9421673539         -0.9421673539
131           -0.051317925      -0.9548076613         -0.9548076613
132           -0.070272357      -0.9349937993         -0.9349937993
133           -0.090300252      -0.0988770198         -0.0988770198
134           -0.092499853      -0.0117536874         -0.0117536874
135           -0.029325502       0.1272111377          0.1272111377
136           -0.048556109      -0.9440807729         -0.9440807729
137           -0.054822628      -0.9572122671         -0.9572122671
138           -0.062199163      -0.9629591968         -0.9629591968
139           -0.073983552      -0.2999836140         -0.2999836140
140           -0.049842723      -0.2264028220         -0.2264028220
141           -0.041205541      -0.0737699163         -0.0737699163
142           -0.051596655      -0.9689791565         -0.9689791565
143           -0.051718038      -0.9500610177         -0.9500610177
144           -0.062411697      -0.9718540425         -0.9718540425
145           -0.051269622      -0.4052894300         -0.4052894300
146           -0.054045222      -0.3057721991         -0.3057721991
147           -0.064207812      -0.2201085946         -0.2201085946
    tBodyAccJerkMag-mean() tBodyGyroMag-mean()
1             -0.141428809        -0.160979553
2             -0.466503446        -0.126735590
3             -0.089447481        -0.075741254
4             -0.987364196        -0.930892490
5             -0.992349751        -0.976638691
6             -0.954396265        -0.874759548
7             -0.281424154        -0.446549093
8             -0.321268911        -0.219713473
9              0.005655163        -0.162188587
10            -0.986774713        -0.946035087
11            -0.981446106        -0.966634689
12            -0.987741696        -0.950011570
13            -0.280009317        -0.466411754
14            -0.436901159        -0.347321812
15            -0.205239247        -0.215294501
16            -0.969080753        -0.919354372
17            -0.959303840        -0.892089349
18            -0.979484593        -0.951564751
19            -0.366700880        -0.497792201
20            -0.400922255        -0.299779408
21            -0.228851414        -0.346606293
22            -0.970132284        -0.926063314
23            -0.963370738        -0.900982101
24            -0.970095772        -0.930236463
25            -0.288333024        -0.355933084
26            -0.247403477        -0.235516929
27            -0.063752856        -0.218029835
28            -0.969320156        -0.934301647
29            -0.956863566        -0.900671631
30            -0.980141254        -0.946938301
31            -0.195117026        -0.281207841
32            -0.207379799        -0.129121244
33             0.103845072         0.014267782
34            -0.962733502        -0.932703812
35            -0.967102436        -0.939404744
36            -0.954750505        -0.908980175
37            -0.192948900        -0.305959351
38            -0.458695232        -0.239099166
39            -0.170319619        -0.188740819
40            -0.976559676        -0.897870535
41            -0.973381306        -0.943425565
42            -0.980127240        -0.915793635
43            -0.066832243        -0.003102438
44            -0.141494613         0.166447991
45             0.262628490         0.099342974
46            -0.986061512        -0.932682243
47            -0.984920798        -0.952848497
48            -0.973147490        -0.924253349
49            -0.203733616        -0.294542267
50            -0.440667540        -0.083323449
51            -0.162376089        -0.168921401
52            -0.964383757        -0.903235537
53            -0.969524579        -0.921030223
54            -0.963374549        -0.907125100
55            -0.132624992        -0.156458730
56            -0.262038042         0.043857385
57             0.050701023        -0.023846804
58            -0.988054238        -0.944202044
59            -0.965163818        -0.929787260
60            -0.976234435        -0.937590999
61            -0.402333202        -0.421801674
62            -0.509587701        -0.255048337
63            -0.198206140        -0.197883360
64            -0.979355635        -0.951884472
65            -0.989242377        -0.979978011
66            -0.983330628        -0.952523752
67            -0.144064923        -0.355930365
68            -0.432469301        -0.316561586
69            -0.107091020        -0.213351511
70            -0.974734490        -0.941907241
71            -0.968790683        -0.888101373
72            -0.969843834        -0.930840594
73            -0.133205035        -0.218669558
74            -0.456190454        -0.237182958
75            -0.127926052        -0.102114481
76            -0.989497839        -0.951142644
77            -0.986800028        -0.957825372
78            -0.985467854        -0.944303112
79            -0.377293155        -0.137208742
80            -0.283663836         0.365779419
81             0.035360138         0.166340012
82            -0.976521006        -0.942756369
83            -0.972965788        -0.943530017
84            -0.972576393        -0.904665418
85            -0.320129323        -0.243711124
86            -0.316050382        -0.201217274
87            -0.037266607        -0.121686321
88            -0.986107839        -0.957331628
89            -0.981495126        -0.946961381
90            -0.979890228        -0.944605127
91            -0.363144484        -0.485931933
92            -0.483219050        -0.308260568
93            -0.165908811        -0.309820427
94            -0.987472699        -0.946417382
95            -0.989205232        -0.972528178
96            -0.988349657        -0.951777100
97            -0.301093269        -0.335009837
98            -0.357233898        -0.235191249
99            -0.221631694        -0.232641763
100           -0.992814715        -0.967177744
101           -0.991742754        -0.978184577
102           -0.981607628        -0.960733122
103           -0.379269262        -0.500471148
104           -0.601463948        -0.369108600
105           -0.466516044        -0.381022815
106           -0.989869575        -0.977634992
107           -0.985965294        -0.963006793
108           -0.988321540        -0.980740847
109            0.109450990         0.100045071
110           -0.114189606        -0.061615771
111            0.434490401         0.418004609
112           -0.986423976        -0.942229044
113           -0.983068924        -0.941745041
114           -0.984784340        -0.953263433
115           -0.042935930         0.068627515
116           -0.255611242         0.022330254
117           -0.061269984         0.093841944
118           -0.978774578        -0.939574436
119           -0.956624899        -0.883675029
120           -0.984670074        -0.960447373
121           -0.148138992        -0.284775645
122           -0.355047694        -0.168982721
123           -0.080224180        -0.184850020
124           -0.985947225        -0.964971114
125           -0.974765162        -0.949837152
126           -0.982800331        -0.949278890
127            0.022919967        -0.210608044
128           -0.095784034        -0.128031924
129           -0.017978463        -0.161333310
130           -0.979303714        -0.942077433
131           -0.975876007        -0.931624304
132           -0.971169779        -0.926616373
133           -0.067081966        -0.012096826
134           -0.311143885        -0.156527149
135            0.112982476         0.039091548
136           -0.982375503        -0.936593427
137           -0.978671485        -0.938430293
138           -0.987010197        -0.949418001
139           -0.399722201        -0.403064157
140           -0.488487621        -0.334435840
141           -0.263106945        -0.304965806
142           -0.985555822        -0.964633252
143           -0.977620954        -0.954518594
144           -0.985529271        -0.953791513
145           -0.538291425        -0.394362401
146           -0.679160844        -0.318634700
147           -0.500483331        -0.216082566
    tBodyGyroJerkMag-mean() fBodyAcc-mean()-X fBodyAcc-mean()-Y
1               -0.29870368       -0.20279431       0.089712726
2               -0.59488287       -0.40432178      -0.190976721
3               -0.29546384        0.03822918       0.001549908
4               -0.99197634       -0.97964124      -0.944084550
5               -0.99498062       -0.99525891      -0.976957131
6               -0.96346103       -0.93909905      -0.867065205
7               -0.54791195       -0.34604816      -0.021904810
8               -0.57281644       -0.26672093       0.009924459
9               -0.41087267        0.11284116       0.278345042
10              -0.99108149       -0.98580384      -0.957343498
11              -0.98506053       -0.98518140      -0.960657707
12              -0.99176707       -0.97672506      -0.979800878
13              -0.56613522       -0.31661401      -0.081302435
14              -0.65886140       -0.39200421      -0.078809416
15              -0.50856758       -0.04217069      -0.007700483
16              -0.97799805       -0.97015444      -0.891907751
17              -0.96233934       -0.96012341      -0.908075354
18              -0.98671363       -0.98066561      -0.961169983
19              -0.68130404       -0.42671945      -0.149399633
20              -0.68697837       -0.29448827      -0.117109161
21              -0.59284301       -0.07223923      -0.129606639
22              -0.98049046       -0.97746250      -0.905782932
23              -0.96761407       -0.97349755      -0.889549205
24              -0.98506850       -0.95880208      -0.938883374
25              -0.44453249       -0.28778261       0.009460378
26              -0.47348817       -0.16148534       0.072890316
27              -0.39719562        0.09843201       0.079228069
28              -0.97384829       -0.97745081      -0.921434736
29              -0.95840590       -0.96450092      -0.890796361
30              -0.98641942       -0.96874168      -0.965419521
31              -0.32129048       -0.18793432       0.140781622
32              -0.34289537       -0.13107537       0.097803510
33              -0.08293669        0.32830851       0.339771174
34              -0.96292923       -0.97535145      -0.928264365
35              -0.96340622       -0.97710029      -0.930336472
36              -0.95564574       -0.93911425      -0.923706791
37              -0.30002278       -0.34304841      -0.064156420
38              -0.66196977       -0.33619943      -0.381590523
39              -0.39922996        0.04434283      -0.145302311
40              -0.98166512       -0.97269713      -0.931490634
41              -0.97737708       -0.97668183      -0.941883784
42              -0.98300883       -0.95342425      -0.942193954
43              -0.33912927       -0.24738901       0.316982393
44              -0.40066401       -0.16641107       0.263431400
45              -0.12618914        0.13659020       0.388412780
46              -0.99180743       -0.98114291      -0.944219718
47              -0.98758059       -0.98821986      -0.950049100
48              -0.97843819       -0.95353856      -0.951816664
49              -0.51025400       -0.29471116      -0.257677616
50              -0.67284056       -0.34273595      -0.405022798
51              -0.46902843        0.10312851      -0.183120455
52              -0.97336414       -0.95941359      -0.911683219
53              -0.96982404       -0.97166269      -0.944849432
54              -0.96452482       -0.94686549      -0.934366598
55              -0.44036364       -0.11419000       0.053391191
56              -0.52346297       -0.13941079      -0.039068822
57              -0.40185431        0.21566527       0.009046604
58              -0.99370749       -0.98494314      -0.940450200
59              -0.97163766       -0.97009981      -0.923378745
60              -0.97083085       -0.96918421      -0.954341849
61              -0.63073271       -0.39653373      -0.083047844
62              -0.75731481       -0.35534890      -0.254645207
63              -0.59929476        0.03519372       0.024750813
64              -0.98951903       -0.98148145      -0.934503183
65              -0.99342818       -0.99380805      -0.968703073
66              -0.99064125       -0.98380137      -0.971403935
67              -0.51749378       -0.05435764      -0.071302455
68              -0.67497213       -0.32144793      -0.168341520
69              -0.44283108        0.02350493       0.150510001
70              -0.98039234       -0.97966614      -0.942768017
71              -0.96928997       -0.97646947      -0.932775678
72              -0.97106777       -0.95624849      -0.951265971
73              -0.30350821       -0.33503012       0.095515067
74              -0.63196490       -0.38246074      -0.063656477
75              -0.32355244       -0.07266027      -0.036453525
76              -0.99260430       -0.99013548      -0.959673916
77              -0.98363763       -0.98942597      -0.959427618
78              -0.98544626       -0.97471692      -0.965843757
79              -0.51989505       -0.42149817      -0.174601845
80              -0.39992195       -0.32350844       0.016393923
81              -0.27512088        0.02125416       0.371482470
82              -0.98831761       -0.97645661      -0.932644766
83              -0.97487333       -0.97269956      -0.942178248
84              -0.97562118       -0.93393618      -0.930366906
85              -0.54397950       -0.31744092       0.111321097
86              -0.66363712       -0.07463284      -0.101935433
87              -0.50946665        0.23530983       0.167518100
88              -0.99218889       -0.98661961      -0.938926431
89              -0.98440708       -0.98672500      -0.943348789
90              -0.98323503       -0.97401618      -0.962461124
91              -0.67154183       -0.39479043      -0.321500668
92              -0.73770516       -0.47498401      -0.268063813
93              -0.59089664        0.03682635      -0.134598353
94              -0.99244461       -0.98704383      -0.961456686
95              -0.99284858       -0.98942767      -0.969314015
96              -0.99083953       -0.98021319      -0.963635575
97              -0.51716744       -0.36099167      -0.065026762
98              -0.63736749       -0.13975222      -0.117519736
99              -0.54032579       -0.02262392      -0.130272515
100             -0.99633479       -0.99396938      -0.969927989
101             -0.99367297       -0.99092753      -0.974170569
102             -0.98554241       -0.97435928      -0.954648102
103             -0.63648590       -0.37147516      -0.243606271
104             -0.78165269       -0.46509726      -0.363450743
105             -0.70166307       -0.35008679      -0.309049614
106             -0.99487344       -0.99314492      -0.976538530
107             -0.98868595       -0.99040992      -0.961239135
108             -0.99309512       -0.98517997      -0.984909885
109             -0.16469998       -0.02998157       0.169258576
110             -0.37279053       -0.15687949       0.111818164
111              0.08758166        0.53701202       0.494457802
112             -0.98945032       -0.97923803      -0.960763182
113             -0.98580164       -0.98735205      -0.952872872
114             -0.98534250       -0.97453373      -0.972798824
115             -0.19489325       -0.14740427       0.403465951
116             -0.37192842       -0.14043907      -0.029383244
117             -0.26818342       -0.03433100       0.524187687
118             -0.98301028       -0.98120306      -0.945198619
119             -0.94793650       -0.96193273      -0.898194212
120             -0.98674950       -0.96572878      -0.965595958
121             -0.42693073       -0.27349616       0.033846581
122             -0.57793564       -0.31916934       0.022159866
123             -0.45282868        0.10432353       0.181138043
124             -0.99030735       -0.99061023      -0.968060947
125             -0.97685708       -0.97832769      -0.949694904
126             -0.98591591       -0.96823438      -0.960069247
127             -0.46199953       -0.09949286       0.145367520
128             -0.56811187       -0.05539965       0.130686539
129             -0.45957967        0.19534841       0.225766561
130             -0.98547603       -0.97850537      -0.939546008
131             -0.97860353       -0.98037391      -0.929161388
132             -0.98171694       -0.95375854      -0.925524703
133              0.01153054       -0.27540419      -0.072436732
134             -0.50436715       -0.27260569      -0.076977394
135             -0.04631178        0.20542822       0.095943289
136             -0.98651407       -0.98632567      -0.953460406
137             -0.97639925       -0.98362720      -0.962831825
138             -0.98455748       -0.97003724      -0.982072296
139             -0.50782475       -0.49241980      -0.203193741
140             -0.65875163       -0.39579055      -0.252412542
141             -0.49715224       -0.22232429      -0.086182975
142             -0.99130642       -0.98952951      -0.962773200
143             -0.98238727       -0.98418363      -0.948970158
144             -0.98278087       -0.97589369      -0.980830362
145             -0.67846607       -0.60903891      -0.251880271
146             -0.77710603       -0.52164984      -0.380150805
147             -0.66471363       -0.37224519      -0.196381054
    fBodyAcc-mean()-Z fBodyAccJerk-mean()-X fBodyAccJerk-mean()-Y
1         -0.33156012          -0.170546965          -0.035225524
2         -0.43334970          -0.479875246          -0.413444588
3         -0.22557447          -0.027663868          -0.128667158
4         -0.95918489          -0.986597023          -0.981579467
5         -0.98618226          -0.994674996          -0.985385028
6         -0.88266688          -0.957073884          -0.922462610
7         -0.45380637          -0.304615323          -0.078764084
8         -0.28100199          -0.258639440          -0.187842132
9         -0.13129077           0.138120681           0.096209161
10        -0.97016217          -0.987848794          -0.977139703
11        -0.96574251          -0.982507960          -0.971480892
12        -0.98438098          -0.985813631          -0.982768250
13        -0.41237407          -0.304694443          -0.140508590
14        -0.50449453          -0.478434306          -0.283772547
15        -0.40445241          -0.090670713          -0.135938543
16        -0.91798793          -0.974950363          -0.954170151
17        -0.93950774          -0.957666857          -0.943497974
18        -0.96833214          -0.980513202          -0.968752114
19        -0.63100547          -0.358883414          -0.279553392
20        -0.52465572          -0.418304647          -0.297805187
21        -0.49468345          -0.161632908          -0.172941629
22        -0.95178374          -0.976845713          -0.944298391
23        -0.93164342          -0.972310894          -0.937624242
24        -0.96750428          -0.978542457          -0.943969987
25        -0.49025109          -0.344954806          -0.181055554
26        -0.45747068          -0.289725470          -0.196817921
27        -0.37474009          -0.036801215          -0.056803296
28        -0.94606422          -0.976024951          -0.954237490
29        -0.91508380          -0.963059235          -0.931370209
30        -0.97700772          -0.982689657          -0.965328566
31        -0.49852016          -0.150942918          -0.075374232
32        -0.42724810          -0.244812770          -0.122991594
33        -0.27760259           0.136554991           0.137202452
34        -0.93579812          -0.971037480          -0.947070821
35        -0.94286402          -0.973480539          -0.951405465
36        -0.93804491          -0.967072437          -0.936043420
37         0.03858323          -0.383715798          -0.123192887
38        -0.31746102          -0.454647882          -0.537075670
39        -0.13921622          -0.030522669          -0.316236510
40        -0.90467534          -0.982037244          -0.969423613
41        -0.93855052          -0.976323086          -0.967165093
42        -0.95861164          -0.980393047          -0.972531649
43        -0.23863459          -0.311198711           0.079683287
44        -0.07294969          -0.200277249          -0.025795259
45         0.15958976           0.214841403           0.220639688
46        -0.95943628          -0.984977271          -0.980221105
47        -0.95036294          -0.989029239          -0.976177675
48        -0.94426951          -0.973110596          -0.975877437
49        -0.25080626          -0.314265401          -0.367706595
50        -0.38471042          -0.402044750          -0.608498592
51        -0.10370582          -0.064535434          -0.313643042
52        -0.89220134          -0.965596240          -0.958007391
53        -0.94168687          -0.971313769          -0.962624299
54        -0.94591900          -0.964304065          -0.964082806
55        -0.41218272          -0.107941107           0.030905202
56        -0.30120641          -0.201214322          -0.206872839
57        -0.15772836           0.181419131          -0.119504296
58        -0.97464465          -0.989365014          -0.980962856
59        -0.95527238          -0.963565166          -0.942187760
60        -0.96430085          -0.979014669          -0.968039174
61        -0.61640291          -0.453265269          -0.241801726
62        -0.55174208          -0.495927372          -0.455317917
63        -0.37762476          -0.120463005          -0.177479240
64        -0.97285511          -0.980831750          -0.967454618
65        -0.98766979          -0.992385451          -0.979287024
66        -0.97357681          -0.984884874          -0.973882497
67        -0.42232530          -0.081619795          -0.141374071
68        -0.56084121          -0.385843754          -0.333077591
69        -0.40212122          -0.007014723           0.006394069
70        -0.95462663          -0.977109887          -0.964236191
71        -0.94717820          -0.971971634          -0.953291780
72        -0.95472480          -0.968742759          -0.963223332
73        -0.24685151          -0.290460802          -0.043919514
74        -0.40478524          -0.506212136          -0.368996179
75        -0.15117872          -0.114851556          -0.207812348
76        -0.95618306          -0.992678213          -0.983914102
77        -0.97756730          -0.988198277          -0.977752775
78        -0.96629558          -0.985199684          -0.980375137
79        -0.17736643          -0.472360617          -0.376766601
80         0.19169374          -0.383497147          -0.347606640
81         0.28073595          -0.033782046           0.164775056
82        -0.94412608          -0.981566649          -0.968951770
83        -0.94242203          -0.978181640          -0.967249905
84        -0.92788231          -0.972010709          -0.969342124
85        -0.55494214          -0.390821985          -0.066937806
86        -0.53959108          -0.237053073          -0.338102217
87        -0.25981220           0.061968749          -0.026976942
88        -0.96322700          -0.988106102          -0.978159013
89        -0.96547351          -0.985353493          -0.967884709
90        -0.95156595          -0.981329999          -0.970833222
91        -0.24436305          -0.441406183          -0.454270822
92        -0.33585304          -0.546088863          -0.468605205
93        -0.04769426          -0.155444883          -0.289957855
94        -0.95955223          -0.990964251          -0.981752167
95        -0.96999950          -0.991038639          -0.982425404
96        -0.97458007          -0.988580046          -0.984752927
97        -0.38283280          -0.423446095          -0.194232722
98        -0.39992349          -0.360272226          -0.377051929
99        -0.31808186          -0.215092049          -0.351268404
100       -0.97484160          -0.994542621          -0.988327420
101       -0.98023158          -0.992129226          -0.986278342
102       -0.96540609          -0.981472069          -0.977212388
103       -0.48977105          -0.414797154          -0.361908549
104       -0.52272838          -0.589410590          -0.579650286
105       -0.50582436          -0.412728287          -0.465982666
106       -0.98299644          -0.991924710          -0.983642392
107       -0.97577281          -0.989544971          -0.975243690
108       -0.98860691          -0.986404709          -0.985865325
109       -0.10442336           0.033638100           0.010731870
110       -0.21964447          -0.205322646          -0.073928372
111        0.11065922           0.474317256           0.276716853
112       -0.96633509          -0.986775590          -0.979141572
113       -0.96854335          -0.985039596          -0.970011346
114       -0.98534045          -0.983478562          -0.974878271
115       -0.27221386          -0.138717234           0.157933952
116       -0.31843152          -0.256162265          -0.312161099
117       -0.18809881          -0.199360431           0.205829017
118       -0.94759746          -0.982243603          -0.971158288
119       -0.92998582          -0.959710489          -0.935717554
120       -0.97639265          -0.983889985          -0.977220708
121       -0.30030907          -0.200442011          -0.112564739
122       -0.32171297          -0.436839580          -0.205067301
123       -0.07697131          -0.037789471          -0.107306348
124       -0.97085934          -0.989759187          -0.979180439
125       -0.96027414          -0.976803011          -0.964503016
126       -0.96177219          -0.984188841          -0.972039417
127       -0.25521651          -0.036704708           0.159995614
128       -0.22801995          -0.038244979          -0.075182928
129       -0.32279565           0.038336420          -0.003091553
130       -0.94663531          -0.980944506          -0.963129473
131       -0.95710179          -0.974969215          -0.952141454
132       -0.95421924          -0.969570327          -0.954833264
133        0.08140811          -0.290410455          -0.155488721
134       -0.07057749          -0.365642513          -0.326236288
135        0.28051888           0.201542909          -0.072450456
136       -0.94203117          -0.984550864          -0.978136218
137       -0.94517057          -0.983283252          -0.975176562
138       -0.97751521          -0.986204659          -0.988230264
139       -0.34449301          -0.509628169          -0.352829307
140       -0.31279221          -0.515644617          -0.527604244
141       -0.17382508          -0.376175795          -0.225824357
142       -0.96699178          -0.988857403          -0.979228238
143       -0.95381760          -0.981161641          -0.967720592
144       -0.97663482          -0.985998547          -0.982140614
145       -0.53356322          -0.625595377          -0.434455200
146       -0.54293183          -0.668208156          -0.640849425
147       -0.55609709          -0.525789451          -0.415699644
    fBodyAccJerk-mean()-Z fBodyGyro-mean()-X fBodyGyro-mean()-Y
1             -0.46899922        -0.33903220        -0.10305942
2             -0.68547435        -0.49261167        -0.31947461
3             -0.28833474        -0.35244963        -0.05570225
4             -0.98605309        -0.97616146        -0.97583859
5             -0.99077248        -0.98638318        -0.98912336
6             -0.94806090        -0.85024917        -0.95219149
7             -0.55495671        -0.42971354        -0.55477211
8             -0.52272806        -0.33164358        -0.48808612
9             -0.27149872        -0.14577597        -0.36191382
10            -0.98512905        -0.98262139        -0.98210092
11            -0.98083598        -0.96974427        -0.97568295
12            -0.98619713        -0.98643114        -0.98332164
13            -0.51413726        -0.43784576        -0.56152627
14            -0.67731453        -0.37821668        -0.63729351
15            -0.52905945        -0.12906657        -0.54269416
16            -0.97084567        -0.95755064        -0.95617355
17            -0.96917490        -0.90128227        -0.93771116
18            -0.97912234        -0.97016726        -0.97809968
19            -0.72899160        -0.37338454        -0.68846006
20            -0.69010693        -0.37106899        -0.68431020
21            -0.58391737        -0.24029889        -0.71754584
22            -0.97515491        -0.96058964        -0.96758365
23            -0.96864841        -0.90546416        -0.95599295
24            -0.97538333        -0.96720374        -0.97218784
25            -0.59049662        -0.37266875        -0.51395172
26            -0.60671746        -0.26361510        -0.51660905
27            -0.49197995        -0.29534510        -0.38248308
28            -0.96950133        -0.95711725        -0.95546036
29            -0.95843873        -0.90966180        -0.93937352
30            -0.98325031        -0.97579749        -0.97824965
31            -0.54143862        -0.23965071        -0.34137843
32            -0.54931462        -0.11506501        -0.32965378
33            -0.28308621         0.06337161        -0.13032747
34            -0.95419979        -0.93967140        -0.94385739
35            -0.96374352        -0.93161238        -0.94327315
36            -0.95442584        -0.93543977        -0.94177154
37            -0.10649037        -0.31839510        -0.15196669
38            -0.58176453        -0.38388934        -0.56792027
39            -0.29649490        -0.33930147        -0.21444307
40            -0.96850350        -0.94363176        -0.95667806
41            -0.96822964        -0.93812164        -0.95754867
42            -0.96952498        -0.95368455        -0.95757021
43            -0.36156326        -0.10206305        -0.25972969
44            -0.38665580        -0.24026076        -0.11316214
45             0.05860969        -0.13074045         0.11609088
46            -0.98299531        -0.98220031        -0.97658989
47            -0.97947719        -0.96967744        -0.97259549
48            -0.96211114        -0.95790389        -0.95741116
49            -0.39954125        -0.38367612        -0.43690586
50            -0.61512571        -0.31394163        -0.49915920
51            -0.29367779        -0.32504289        -0.31251220
52            -0.95752698        -0.95031524        -0.93969301
53            -0.96712920        -0.91697444        -0.95451430
54            -0.95590922        -0.93029792        -0.93457966
55            -0.46402051        -0.27791378        -0.34520903
56            -0.55323067        -0.21852472        -0.23585899
57            -0.24067904        -0.21435028        -0.27249571
58            -0.98605677        -0.98647736        -0.98617922
59            -0.97224151        -0.92400591        -0.96032380
60            -0.97259221        -0.95379391        -0.95467003
61            -0.69259387        -0.51475331        -0.59310740
62            -0.76538791        -0.47178278        -0.58116715
63            -0.53022553        -0.31877701        -0.52825452
64            -0.98112486        -0.98510688        -0.98263664
65            -0.98846079        -0.97830172        -0.99402549
66            -0.97956484        -0.97618747        -0.98264027
67            -0.49138617        -0.40197593        -0.46788634
68            -0.68792987        -0.42636033        -0.60471132
69            -0.45161432        -0.17885617        -0.42063147
70            -0.97555156        -0.96852899        -0.96372525
71            -0.97112253        -0.89029271        -0.94825186
72            -0.96714970        -0.95665389        -0.95256172
73            -0.34226372        -0.19285647        -0.25621355
74            -0.63149643        -0.48211301        -0.49217610
75            -0.27613804        -0.31967712        -0.13382889
76            -0.98526120        -0.98321820        -0.98245605
77            -0.98460856        -0.95715411        -0.97291308
78            -0.98099460        -0.96946349        -0.96868973
79            -0.41589918        -0.50859585        -0.21589495
80            -0.26400847        -0.44104836         0.11868769
81            -0.02487898        -0.29531554         0.01320823
82            -0.97275197        -0.97857712        -0.96980673
83            -0.96671843        -0.95711177        -0.95083619
84            -0.96859320        -0.94995904        -0.93808790
85            -0.64890525        -0.25339936        -0.53542210
86            -0.71455417        -0.36109686        -0.51702525
87            -0.34537654        -0.22735957        -0.40233230
88            -0.98490842        -0.98615258        -0.97920172
89            -0.98263230        -0.95038029        -0.97513387
90            -0.97477568        -0.95541360        -0.96431089
91            -0.42233239        -0.59574649        -0.61973193
92            -0.56522084        -0.53239972        -0.64201806
93            -0.24197408        -0.42084401        -0.47951298
94            -0.98117804        -0.97863286        -0.96679600
95            -0.98609189        -0.97315735        -0.98359424
96            -0.98554495        -0.97589241        -0.97609292
97            -0.52342706        -0.40771671        -0.49016629
98            -0.63301771        -0.41622302        -0.52143542
99            -0.49866846        -0.31641296        -0.45112687
100           -0.98882807        -0.98841107        -0.98879398
101           -0.98956363        -0.98069626        -0.98733404
102           -0.98038006        -0.97194921        -0.97366910
103           -0.60114725        -0.60967343        -0.57089815
104           -0.73614927        -0.59232371        -0.64981727
105           -0.62213590        -0.48923227        -0.64152760
106           -0.98868967        -0.98996150        -0.98870270
107           -0.98626565        -0.96442893        -0.98356116
108           -0.98911687        -0.99243693        -0.98561117
109           -0.12936790         0.22814236        -0.09735498
110           -0.38065712        -0.19448551        -0.22542182
111            0.05959058         0.47496245         0.14708314
112           -0.98398048        -0.98174366        -0.96818868
113           -0.98346330        -0.94786564        -0.97506167
114           -0.98650649        -0.97419622        -0.97206100
115           -0.34599448        -0.09362487         0.03101460
116           -0.49275590        -0.37268435        -0.16234139
117           -0.35622025        -0.06295726        -0.13809795
118           -0.97321146        -0.96991328        -0.96464307
119           -0.95274111        -0.88101942        -0.91064914
120           -0.98287621        -0.98261940        -0.97312003
121           -0.40570016        -0.24665738        -0.37174409
122           -0.51981517        -0.44697401        -0.44669158
123           -0.19683826        -0.36674875        -0.30887987
124           -0.98343432        -0.98489356        -0.97983094
125           -0.97478065        -0.95698996        -0.96008259
126           -0.98163081        -0.97341047        -0.96496801
127           -0.28197344        -0.14464865        -0.50117690
128           -0.41444888        -0.19545699        -0.52394375
129           -0.41953425        -0.09543493        -0.52500684
130           -0.97533072        -0.97726673        -0.95916175
131           -0.97756743        -0.91701810        -0.97068244
132           -0.97091894        -0.95336692        -0.96469826
133           -0.05720213        -0.33761920         0.19556946
134           -0.34660524        -0.43023923        -0.29044741
135            0.15777569        -0.21473071         0.32881701
136           -0.97265623        -0.97714999        -0.95792029
137           -0.96961023        -0.94751044        -0.95278116
138           -0.98241551        -0.97967608        -0.96846914
139           -0.46992022        -0.46829508        -0.47984143
